,username,gender,age,occupation,age,zipcode,password
2116,user2117,M,56,retired,56+,49307,youaresosmartifyoufiguredoutthispassword
2117,user2118,M,25,sales/marketing,25-34,02148,youaresosmartifyoufiguredoutthispassword
2118,user2119,M,35,college/grad student,35-44,10036,youaresosmartifyoufiguredoutthispassword
2119,user2120,M,1,other or not specified,Under 18,02780,youaresosmartifyoufiguredoutthispassword
2120,user2121,M,56,retired,56+,02356,youaresosmartifyoufiguredoutthispassword
2121,user2122,M,35,programmer,35-44,61614,youaresosmartifyoufiguredoutthispassword
2122,user2123,F,35,other or not specified,35-44,13064,youaresosmartifyoufiguredoutthispassword
2123,user2124,M,25,other or not specified,25-34,12306,youaresosmartifyoufiguredoutthispassword
2124,user2125,M,35,clerical/admin,35-44,46033,youaresosmartifyoufiguredoutthispassword
2125,user2126,M,56,sales/marketing,56+,02632,youaresosmartifyoufiguredoutthispassword
2126,user2127,M,18,college/grad student,18-24,12309,youaresosmartifyoufiguredoutthispassword
2127,user2128,F,45,academic/educator,45-49,46737,youaresosmartifyoufiguredoutthispassword
2128,user2129,M,25,customer service,25-34,04103,youaresosmartifyoufiguredoutthispassword
2129,user2130,M,45,other or not specified,45-49,03060,youaresosmartifyoufiguredoutthispassword
2130,user2131,M,25,other or not specified,25-34,01701,youaresosmartifyoufiguredoutthispassword
2131,user2132,M,56,sales/marketing,56+,02632,youaresosmartifyoufiguredoutthispassword
2132,user2133,F,1,K-12 student,Under 18,01607,youaresosmartifyoufiguredoutthispassword
2133,user2134,M,18,K-12 student,18-24,02780,youaresosmartifyoufiguredoutthispassword
2134,user2135,M,50,academic/educator,50-55,01778,youaresosmartifyoufiguredoutthispassword
2135,user2136,M,35,tradesman/craftsman,35-44,13027,youaresosmartifyoufiguredoutthispassword
2136,user2137,F,1,K-12 student,Under 18,00681,youaresosmartifyoufiguredoutthispassword
2137,user2138,F,18,college/grad student,18-24,88119,youaresosmartifyoufiguredoutthispassword
2138,user2139,F,50,clerical/admin,50-55,33615,youaresosmartifyoufiguredoutthispassword
2139,user2140,M,45,sales/marketing,45-49,46804,youaresosmartifyoufiguredoutthispassword
2140,user2141,F,50,self-employed,50-55,48706,youaresosmartifyoufiguredoutthispassword
2141,user2142,F,45,sales/marketing,45-49,46804,youaresosmartifyoufiguredoutthispassword
2142,user2143,M,18,college/grad student,18-24,32607,youaresosmartifyoufiguredoutthispassword
2143,user2144,M,18,other or not specified,18-24,46517,youaresosmartifyoufiguredoutthispassword
2144,user2145,M,18,K-12 student,18-24,32750,youaresosmartifyoufiguredoutthispassword
2145,user2146,M,18,artist,18-24,96002,youaresosmartifyoufiguredoutthispassword
2146,user2147,F,18,other or not specified,18-24,60641,youaresosmartifyoufiguredoutthispassword
2147,user2148,F,18,other or not specified,18-24,81301,youaresosmartifyoufiguredoutthispassword
2148,user2149,M,25,other or not specified,25-34,60089,youaresosmartifyoufiguredoutthispassword
2149,user2150,F,18,college/grad student,18-24,22904,youaresosmartifyoufiguredoutthispassword
2150,user2151,M,56,retired,56+,33316,youaresosmartifyoufiguredoutthispassword
2151,user2152,M,18,college/grad student,18-24,22807,youaresosmartifyoufiguredoutthispassword
2152,user2153,M,18,self-employed,18-24,97405,youaresosmartifyoufiguredoutthispassword
2153,user2154,M,25,programmer,25-34,68508,youaresosmartifyoufiguredoutthispassword
2154,user2155,F,1,K-12 student,Under 18,50246,youaresosmartifyoufiguredoutthispassword
2155,user2156,M,18,unemployed,18-24,55912,youaresosmartifyoufiguredoutthispassword
2156,user2157,F,18,clerical/admin,18-24,45244,youaresosmartifyoufiguredoutthispassword
2157,user2158,M,25,programmer,25-34,60618,youaresosmartifyoufiguredoutthispassword
2158,user2159,F,50,sales/marketing,50-55,60618,youaresosmartifyoufiguredoutthispassword
2159,user2160,F,18,unemployed,18-24,46556,youaresosmartifyoufiguredoutthispassword
2160,user2161,F,35,artist,35-44,95521,youaresosmartifyoufiguredoutthispassword
2161,user2162,F,1,K-12 student,Under 18,35810,youaresosmartifyoufiguredoutthispassword
2162,user2163,M,18,other or not specified,18-24,87122,youaresosmartifyoufiguredoutthispassword
2163,user2164,M,35,other or not specified,35-44,95826,youaresosmartifyoufiguredoutthispassword
2164,user2165,M,25,executive/managerial,25-34,32836,youaresosmartifyoufiguredoutthispassword
2165,user2166,M,1,K-12 student,Under 18,99203,youaresosmartifyoufiguredoutthispassword
2166,user2167,F,25,doctor/health care,25-34,95833,youaresosmartifyoufiguredoutthispassword
2167,user2168,M,1,K-12 student,Under 18,60202,youaresosmartifyoufiguredoutthispassword
2168,user2169,M,1,other or not specified,Under 18,95451,youaresosmartifyoufiguredoutthispassword
2169,user2170,F,50,self-employed,50-55,99114,youaresosmartifyoufiguredoutthispassword
2170,user2171,M,35,other or not specified,35-44,48103,youaresosmartifyoufiguredoutthispassword
2171,user2172,M,18,writer,18-24,60641,youaresosmartifyoufiguredoutthispassword
2172,user2173,M,50,retired,50-55,87502,youaresosmartifyoufiguredoutthispassword
2173,user2174,M,50,programmer,50-55,87505,youaresosmartifyoufiguredoutthispassword
2174,user2175,M,25,college/grad student,25-34,99217,youaresosmartifyoufiguredoutthispassword
2175,user2176,M,1,unemployed,Under 18,73505,youaresosmartifyoufiguredoutthispassword
2176,user2177,F,35,writer,35-44,95451,youaresosmartifyoufiguredoutthispassword
2177,user2178,M,45,sales/marketing,45-49,85251,youaresosmartifyoufiguredoutthispassword
2178,user2179,F,25,other or not specified,25-34,28304,youaresosmartifyoufiguredoutthispassword
2179,user2180,M,25,programmer,25-34,27713-9225,youaresosmartifyoufiguredoutthispassword
2180,user2181,M,25,other or not specified,25-34,45245,youaresosmartifyoufiguredoutthispassword
2181,user2182,F,25,college/grad student,25-34,60443,youaresosmartifyoufiguredoutthispassword
2182,user2183,F,56,academic/educator,56+,11795,youaresosmartifyoufiguredoutthispassword
2183,user2184,M,18,college/grad student,18-24,45403,youaresosmartifyoufiguredoutthispassword
2184,user2185,M,45,technician/engineer,45-49,27502,youaresosmartifyoufiguredoutthispassword
2185,user2186,M,18,customer service,18-24,41018,youaresosmartifyoufiguredoutthispassword
2186,user2187,M,45,self-employed,45-49,60126,youaresosmartifyoufiguredoutthispassword
2187,user2188,F,18,unemployed,18-24,60641,youaresosmartifyoufiguredoutthispassword
2188,user2189,M,1,K-12 student,Under 18,60148,youaresosmartifyoufiguredoutthispassword
2189,user2190,F,25,scientist,25-34,27603,youaresosmartifyoufiguredoutthispassword
2190,user2191,M,18,college/grad student,18-24,45231,youaresosmartifyoufiguredoutthispassword
2191,user2192,F,25,other or not specified,25-34,27713,youaresosmartifyoufiguredoutthispassword
2192,user2193,M,1,K-12 student,Under 18,41011,youaresosmartifyoufiguredoutthispassword
2193,user2194,M,25,technician/engineer,25-34,45233,youaresosmartifyoufiguredoutthispassword
2194,user2195,M,1,K-12 student,Under 18,60148,youaresosmartifyoufiguredoutthispassword
2195,user2196,M,25,programmer,25-34,45140,youaresosmartifyoufiguredoutthispassword
2196,user2197,F,25,academic/educator,25-34,27515,youaresosmartifyoufiguredoutthispassword
2197,user2198,F,35,homemaker,35-44,46815,youaresosmartifyoufiguredoutthispassword
2198,user2199,M,1,K-12 student,Under 18,60613,youaresosmartifyoufiguredoutthispassword
2199,user2200,M,35,academic/educator,35-44,60016,youaresosmartifyoufiguredoutthispassword
2200,user2201,M,56,writer,56+,46804,youaresosmartifyoufiguredoutthispassword
2201,user2202,F,1,K-12 student,Under 18,11743,youaresosmartifyoufiguredoutthispassword
2202,user2203,M,45,programmer,45-49,53718,youaresosmartifyoufiguredoutthispassword
2203,user2204,M,56,clerical/admin,56+,94941,youaresosmartifyoufiguredoutthispassword
2204,user2205,F,25,executive/managerial,25-34,10016,youaresosmartifyoufiguredoutthispassword
2205,user2206,M,45,executive/managerial,45-49,11201,youaresosmartifyoufiguredoutthispassword
2206,user2207,M,18,college/grad student,18-24,07508,youaresosmartifyoufiguredoutthispassword
2207,user2208,M,25,other or not specified,25-34,10006,youaresosmartifyoufiguredoutthispassword
2208,user2209,M,35,executive/managerial,35-44,10011,youaresosmartifyoufiguredoutthispassword
2209,user2210,M,45,technician/engineer,45-49,88005-4313,youaresosmartifyoufiguredoutthispassword
2210,user2211,M,45,doctor/health care,45-49,01950,youaresosmartifyoufiguredoutthispassword
2211,user2212,M,18,college/grad student,18-24,80521,youaresosmartifyoufiguredoutthispassword
2212,user2213,F,25,other or not specified,25-34,60622,youaresosmartifyoufiguredoutthispassword
2213,user2214,F,25,academic/educator,25-34,46807,youaresosmartifyoufiguredoutthispassword
2214,user2215,F,25,other or not specified,25-34,93940,youaresosmartifyoufiguredoutthispassword
2215,user2216,F,25,writer,25-34,60612,youaresosmartifyoufiguredoutthispassword
2216,user2217,M,1,K-12 student,Under 18,44906,youaresosmartifyoufiguredoutthispassword
2217,user2218,M,35,technician/engineer,35-44,64153,youaresosmartifyoufiguredoutthispassword
2218,user2219,M,25,doctor/health care,25-34,60060,youaresosmartifyoufiguredoutthispassword
2219,user2220,F,50,clerical/admin,50-55,95451-9554,youaresosmartifyoufiguredoutthispassword
2220,user2221,M,56,technician/engineer,56+,94931,youaresosmartifyoufiguredoutthispassword
2221,user2222,F,45,academic/educator,45-49,13088,youaresosmartifyoufiguredoutthispassword
2222,user2223,M,25,artist,25-34,60123,youaresosmartifyoufiguredoutthispassword
2223,user2224,M,25,programmer,25-34,60025,youaresosmartifyoufiguredoutthispassword
2224,user2225,M,25,customer service,25-34,96815,youaresosmartifyoufiguredoutthispassword
2225,user2226,F,25,executive/managerial,25-34,27514,youaresosmartifyoufiguredoutthispassword
2226,user2227,M,50,sales/marketing,50-55,60016,youaresosmartifyoufiguredoutthispassword
2227,user2228,M,25,programmer,25-34,60025,youaresosmartifyoufiguredoutthispassword
2228,user2229,M,45,other or not specified,45-49,61821,youaresosmartifyoufiguredoutthispassword
2229,user2230,F,45,academic/educator,45-49,60302,youaresosmartifyoufiguredoutthispassword
2230,user2231,M,50,lawyer,50-55,85726,youaresosmartifyoufiguredoutthispassword
2231,user2232,M,25,sales/marketing,25-34,60061,youaresosmartifyoufiguredoutthispassword
2232,user2233,F,35,clerical/admin,35-44,60187,youaresosmartifyoufiguredoutthispassword
2233,user2234,M,56,academic/educator,56+,85718,youaresosmartifyoufiguredoutthispassword
2234,user2235,M,1,K-12 student,Under 18,46324,youaresosmartifyoufiguredoutthispassword
2235,user2236,M,1,K-12 student,Under 18,96782,youaresosmartifyoufiguredoutthispassword
2236,user2237,F,35,doctor/health care,35-44,14905,youaresosmartifyoufiguredoutthispassword
2237,user2238,F,25,college/grad student,25-34,32607,youaresosmartifyoufiguredoutthispassword
2238,user2239,M,18,K-12 student,18-24,60148,youaresosmartifyoufiguredoutthispassword
2239,user2240,M,45,programmer,45-49,64117,youaresosmartifyoufiguredoutthispassword
2240,user2241,M,45,customer service,45-49,60647,youaresosmartifyoufiguredoutthispassword
2241,user2242,M,18,college/grad student,18-24,60115,youaresosmartifyoufiguredoutthispassword
2242,user2243,M,45,artist,45-49,86701,youaresosmartifyoufiguredoutthispassword
2243,user2244,M,1,K-12 student,Under 18,60565,youaresosmartifyoufiguredoutthispassword
2244,user2245,M,1,K-12 student,Under 18,60007,youaresosmartifyoufiguredoutthispassword
2245,user2246,M,25,other or not specified,25-34,60622,youaresosmartifyoufiguredoutthispassword
2246,user2247,M,45,artist,45-49,60613,youaresosmartifyoufiguredoutthispassword
2247,user2248,F,35,programmer,35-44,46755,youaresosmartifyoufiguredoutthispassword
2248,user2249,M,25,customer service,25-34,60466,youaresosmartifyoufiguredoutthispassword
2249,user2250,M,18,unemployed,18-24,60010,youaresosmartifyoufiguredoutthispassword
2250,user2251,M,35,sales/marketing,35-44,60626,youaresosmartifyoufiguredoutthispassword
2251,user2252,F,18,academic/educator,18-24,01562,youaresosmartifyoufiguredoutthispassword
2252,user2253,F,50,other or not specified,50-55,46815,youaresosmartifyoufiguredoutthispassword
2253,user2254,M,35,customer service,35-44,33317,youaresosmartifyoufiguredoutthispassword
2254,user2255,F,35,doctor/health care,35-44,44303,youaresosmartifyoufiguredoutthispassword
2255,user2256,F,45,scientist,45-49,59840,youaresosmartifyoufiguredoutthispassword
2256,user2257,F,18,college/grad student,18-24,59715,youaresosmartifyoufiguredoutthispassword
2257,user2258,F,18,college/grad student,18-24,10033,youaresosmartifyoufiguredoutthispassword
2258,user2259,F,56,self-employed,56+,70503,youaresosmartifyoufiguredoutthispassword
2259,user2260,F,25,writer,25-34,46835,youaresosmartifyoufiguredoutthispassword
2260,user2261,M,25,customer service,25-34,33025,youaresosmartifyoufiguredoutthispassword
2261,user2262,M,45,technician/engineer,45-49,48116,youaresosmartifyoufiguredoutthispassword
2262,user2263,M,25,doctor/health care,25-34,70508,youaresosmartifyoufiguredoutthispassword
2263,user2264,F,45,executive/managerial,45-49,37877,youaresosmartifyoufiguredoutthispassword
2264,user2265,M,56,retired,56+,60506,youaresosmartifyoufiguredoutthispassword
2265,user2266,F,50,artist,50-55,48118,youaresosmartifyoufiguredoutthispassword
2266,user2267,F,56,retired,56+,37774,youaresosmartifyoufiguredoutthispassword
2267,user2268,F,35,academic/educator,35-44,46774,youaresosmartifyoufiguredoutthispassword
2268,user2269,F,45,other or not specified,45-49,11217,youaresosmartifyoufiguredoutthispassword
2269,user2270,M,18,academic/educator,18-24,14620,youaresosmartifyoufiguredoutthispassword
2270,user2271,M,50,sales/marketing,50-55,13210,youaresosmartifyoufiguredoutthispassword
2271,user2272,M,25,other or not specified,25-34,71731,youaresosmartifyoufiguredoutthispassword
2272,user2273,M,25,doctor/health care,25-34,23235,youaresosmartifyoufiguredoutthispassword
2273,user2274,M,18,artist,18-24,31401,youaresosmartifyoufiguredoutthispassword
2274,user2275,M,56,executive/managerial,56+,39211,youaresosmartifyoufiguredoutthispassword
2275,user2276,M,56,retired,56+,44143,youaresosmartifyoufiguredoutthispassword
2276,user2277,F,45,homemaker,45-49,13035,youaresosmartifyoufiguredoutthispassword
2277,user2278,M,50,technician/engineer,50-55,01536,youaresosmartifyoufiguredoutthispassword
2278,user2279,M,50,executive/managerial,50-55,08816,youaresosmartifyoufiguredoutthispassword
2279,user2280,M,56,doctor/health care,56+,74105,youaresosmartifyoufiguredoutthispassword
2280,user2281,M,45,lawyer,45-49,48104,youaresosmartifyoufiguredoutthispassword
2281,user2282,M,50,artist,50-55,32117,youaresosmartifyoufiguredoutthispassword
2282,user2283,M,35,tradesman/craftsman,35-44,44708,youaresosmartifyoufiguredoutthispassword
2283,user2284,M,25,writer,25-34,90024,youaresosmartifyoufiguredoutthispassword
2284,user2285,F,1,K-12 student,Under 18,13090,youaresosmartifyoufiguredoutthispassword
2285,user2286,M,35,technician/engineer,35-44,82604,youaresosmartifyoufiguredoutthispassword
2286,user2287,M,56,other or not specified,56+,06082,youaresosmartifyoufiguredoutthispassword
2287,user2288,M,1,K-12 student,Under 18,13066,youaresosmartifyoufiguredoutthispassword
2288,user2289,F,50,academic/educator,50-55,52002,youaresosmartifyoufiguredoutthispassword
2289,user2290,M,25,other or not specified,25-34,61021,youaresosmartifyoufiguredoutthispassword
2290,user2291,M,45,academic/educator,45-49,13214,youaresosmartifyoufiguredoutthispassword
2291,user2292,M,50,scientist,50-55,13039,youaresosmartifyoufiguredoutthispassword
2292,user2293,F,56,clerical/admin,56+,48130,youaresosmartifyoufiguredoutthispassword
2293,user2294,M,56,retired,56+,48108,youaresosmartifyoufiguredoutthispassword
2294,user2295,M,45,lawyer,45-49,72316,youaresosmartifyoufiguredoutthispassword
2295,user2296,F,25,doctor/health care,25-34,22923,youaresosmartifyoufiguredoutthispassword
2296,user2297,M,56,retired,56+,52003,youaresosmartifyoufiguredoutthispassword
2297,user2298,M,35,technician/engineer,35-44,77584,youaresosmartifyoufiguredoutthispassword
2298,user2299,F,18,K-12 student,18-24,13090,youaresosmartifyoufiguredoutthispassword
2299,user2300,M,56,retired,56+,49423,youaresosmartifyoufiguredoutthispassword
2300,user2301,F,25,programmer,25-34,02478,youaresosmartifyoufiguredoutthispassword
2301,user2302,M,50,programmer,50-55,48104,youaresosmartifyoufiguredoutthispassword
2302,user2303,M,50,technician/engineer,50-55,08055,youaresosmartifyoufiguredoutthispassword
2303,user2304,M,45,programmer,45-49,94103,youaresosmartifyoufiguredoutthispassword
2304,user2305,M,50,writer,50-55,48104,youaresosmartifyoufiguredoutthispassword
2305,user2306,F,18,college/grad student,18-24,02138,youaresosmartifyoufiguredoutthispassword
2306,user2307,M,25,technician/engineer,25-34,02140,youaresosmartifyoufiguredoutthispassword
